 num_hrefs, num_imgs, num_videos,shares
57,1,0,3600
3,0,0,6300
4,1,0,12300
3,0,0,2800
10,1,0,3200
3,0,1,2700
17,11,0,2200
4,1,0,2000
12,10,0,14800
4,1,10,7100
20,11,0,7600
26,10,0,2400
19,1,0,4600
4,0,0,2000
1,0,1,4800
9,7,0,2300
34,30,0,1100
5,1,1,1500
12,1,0,1700
2,0,1,2200
6,1,4,10700
5,16,0,15900
15,1,0,6000
9,1,0,1600
3,34,0,2300
9,1,0,4500
8,1,0,1300
3,0,0,1200
4,0,1,1900
15,13,6,2300
11,1,1,1600
7,0,0,1800
1,1,0,2100
1,0,1,1500
11,0,1,2400
1,0,1,699
3,1,0,1600
6,0,0,959
3,0,1,994
38,30,0,2200
15,1,0,1300
13,0,0,4300
8,1,0,1300
4,0,1,2600
13,7,0,2700
6,1,0,1900
16,10,1,1200
20,8,1,1800
15,1,1,1400
4,0,1,1400
21,0,0,955
15,10,0,1500
18,11,0,1100
6,8,1,3700
7,1,0,1600
5,1,0,3900
5,0,26,9400
12,1,0,1400
11,1,0,2200
3,1,0,1100
22,20,0,3000
15,11,0,2200
14,9,1,4500
9,1,0,1200
7,1,0,1200
11,0,15,12800
14,1,0,835
6,1,0,954
93,1,0,2600
1,1,0,2600
2,1,0,1900
5,0,1,2200
23,1,0,1600
8,0,1,14200
12,0,11,995
3,8,1,1900
3,1,0,2300
19,0,16,2000
9,0,0,1200
2,1,0,1100
12,1,0,1600
6,1,0,2200
11,1,0,984
7,1,0,1700
3,0,0,1900
7,1,0,1400
18,0,0,5000
4,1,1,1300
7,0,1,2400
7,1,0,1300
3,1,11,3100
10,0,1,1300
13,1,0,1400
5,1,0,1400
6,1,0,1500
4,1,0,2700
13,1,0,41700
10,0,15,11700
9,0,0,3200
4,0,1,907
9,15,0,3000
10,1,0,2700
8,1,0,1600
8,1,0,1300
23,1,0,12600
9,1,0,2200
9,0,11,906
11,1,0,5200
3,0,1,1200
4,1,0,1700
5,1,0,6900
6,23,1,1200
1,0,0,1700
10,6,0,789
2,0,1,1700
8,1,0,783
3,1,0,990
8,0,0,895
3,1,0,1200
10,26,1,16400
3,0,1,6400
6,12,0,2100
4,10,1,576
6,0,1,7800
10,1,0,1200
8,1,7,1900
7,1,0,968
7,1,0,2300
14,1,0,7100
12,1,1,1400
14,10,1,960
32,1,0,3100
10,6,1,1800
11,1,0,15000
2,0,1,2100
15,1,0,5700
5,1,2,1100
5,1,0,1300
5,0,0,6400
16,1,0,2000
9,1,0,1400
4,1,0,1100
7,1,0,2400
5,0,1,2500
5,0,13,1400
12,1,0,1500
25,0,0,2600
5,1,1,1200
8,1,0,8700
6,1,0,1900
22,1,0,3200
9,1,0,1800
4,1,0,1000
6,1,0,1300
4,1,0,1400
5,1,0,10600
3,1,0,913
5,1,0,9900
7,1,0,7600
6,1,0,1200
5,0,0,878
9,1,0,1000
7,0,18,1300
5,1,11,2000
5,1,0,916
5,1,0,1800
9,1,0,2900
28,16,1,917
4,0,1,1200
6,1,0,1700
6,0,1,2100
7,1,0,2800
8,1,0,1500
16,1,3,10700
8,1,0,2600
21,0,0,1600
0,12,0,1700
1,1,0,2200
3,1,0,1100
6,0,0,3800
7,13,1,1200
11,1,2,3700
3,56,0,1100
50,15,0,7500
12,11,0,2700
3,18,0,969
2,8,1,4600
10,0,1,1300
6,0,1,2200
7,0,0,1800
8,11,0,928
2,1,0,4100
3,0,1,25000
11,1,0,1600
4,1,0,2900
5,0,0,1100
22,16,1,1100
8,1,0,1500
6,0,1,2500
6,1,0,1700
81,46,0,1000
9,1,0,1400
1,1,0,1700
7,0,11,926
4,8,0,1400
6,1,0,1000
14,11,0,1200
3,1,0,1400
3,1,0,2700
5,1,0,1300
5,14,0,3500
11,1,0,1400
14,1,0,4700
6,1,0,989
4,1,0,822
4,1,1,771
5,1,0,774
6,1,0,8700
1,1,0,1500
7,1,0,1000
6,0,1,3600
13,13,0,1000
6,1,2,1300
6,1,0,2500
8,1,0,1200
6,1,1,1800
4,1,0,1000
4,1,0,1000
7,1,10,1400
3,0,1,2100
5,0,1,4100
5,1,0,5000
25,1,0,16200
12,1,0,1200
8,0,0,1200
5,1,0,6500
6,1,0,1800
10,1,1,2300
14,1,0,2800
7,13,0,4100
5,0,1,1600
4,31,6,1300
3,0,1,3700
4,1,1,4900
2,1,0,1000
3,1,0,3500
4,1,0,2000
5,1,1,1200
7,92,0,742
14,22,1,1100
25,0,6,12700
14,0,1,1500
3,1,0,1100
5,0,0,1700
3,1,0,1300
15,11,0,1400
0,1,0,3500
4,1,0,1200
4,13,1,1100
15,0,2,1200
3,1,0,1700
71,25,0,7500
4,1,0,1800
9,0,1,3800
2,0,2,2000
18,1,0,1500
9,1,0,2700
5,0,2,1200
9,0,0,1400
9,0,26,1800
3,1,0,1400
13,1,0,1500
20,1,0,3800
19,15,1,3400
81,1,0,4200
22,11,0,2300
9,0,2,1300
7,1,1,1800
15,1,0,3000
2,15,0,1200
6,0,0,1200
6,1,0,1700
13,6,0,1300
15,9,1,2200
9,1,0,727
3,0,0,1700
4,1,0,2700
4,1,0,1300
20,16,1,11100
9,1,0,1800
7,0,0,1800
1,0,1,3300
17,1,0,4600
5,1,13,2400
8,1,0,1600
12,1,2,1500
6,0,1,1500
21,13,0,1400
7,39,0,1500
6,1,0,19100
13,1,0,1500
4,13,1,1400
5,1,0,1900
10,1,0,3800
32,1,0,13200
21,1,0,1600
4,0,2,1100
2,1,0,7900
6,1,1,874
9,11,0,787
3,0,0,8300
36,21,0,8600
4,0,1,9200
9,1,0,1200
17,11,0,1700
2,0,0,2300
6,1,0,1500
2,0,1,3700
11,1,0,4500
10,0,0,18100
3,1,0,10600
4,1,0,3700
5,1,20,1700
5,1,1,1700
9,8,0,1600
105,1,0,2100
0,0,0,13900
0,0,0,1900
8,1,0,1800
16,1,0,1800
2,0,0,1500
14,1,0,2900
3,12,1,2100
3,0,0,2200
4,26,1,2200
10,1,0,2600
2,0,0,3100
8,1,0,1300
36,0,0,87000
3,10,1,1500
2,1,0,2100
2,1,0,5200
52,1,0,1500
5,98,0,5300
4,0,0,1400
7,1,0,2900
7,1,0,5400
18,11,0,1600
28,9,0,2100
8,1,0,2200
4,0,1,1900
7,0,0,2400
9,1,0,4500
5,0,0,1200
6,7,0,1600
13,0,0,7300
11,1,0,1500
8,1,0,7900
15,1,0,8100
11,0,12,3000
6,1,0,1800
15,13,0,2000
9,1,0,4100
9,1,0,2100
13,1,1,3300
22,1,1,3600
4,1,11,1900
3,1,0,1500
11,1,0,4000
5,13,1,1500
9,1,1,1700
32,0,10,3200
10,1,0,4200
10,1,0,1400
5,0,0,1200
8,0,1,4000
35,30,0,1300
6,12,14,2100
5,1,0,4600
3,0,1,5200
6,1,0,4000
6,1,0,6500
12,1,0,1200
9,1,0,2600
9,1,1,8300
1,0,1,25700
5,1,0,1900
7,15,0,895
4,0,0,2100
19,1,0,2100
19,1,0,20300
13,19,12,2600
4,0,0,5200
22,1,1,8100
12,1,0,1500
4,1,0,2100
14,9,0,1800
8,1,0,1900
10,1,0,3600
12,1,0,1300
17,1,0,939
6,0,2,1300
7,0,1,992
21,0,0,1500
4,0,1,998
9,1,0,1700
6,1,0,1100
6,12,0,2500
5,1,2,1300
10,1,0,4700
4,0,1,28200
9,0,0,1100
4,0,10,1100
4,1,0,888
4,1,0,2900
24,21,0,1400
10,1,0,1100
5,1,0,1100
5,9,0,794
2,1,0,1100
4,0,0,809
5,1,0,2800
7,1,0,864
14,1,0,1700
16,1,0,3300
11,7,1,926
18,10,0,1200
4,0,1,740
18,1,0,3000
5,1,0,1600
25,21,0,2700
14,10,1,28900
5,1,0,1300
37,10,0,3200
5,0,0,1400
21,1,0,12200
3,0,1,3400
13,1,0,4600
25,1,0,9500
7,0,0,1300
2,1,0,1700
30,16,1,1300
9,1,0,1000
10,1,0,1900
9,1,0,2300
2,1,1,873
3,0,0,4300
7,1,0,2600
8,0,3,10700
4,1,0,862
24,1,10,4200
2,1,0,30200
4,0,0,1200
5,13,1,1300
4,0,0,1700
7,0,1,8000
5,1,0,4700
7,1,0,8400
36,11,0,3200
7,1,0,1300
4,0,1,14900
4,1,0,3400
29,0,11,15600
2,0,1,1200
3,1,0,1100
9,1,0,726
14,1,1,1300
3,1,0,523
4,0,0,6800
11,1,0,581
5,1,0,7900
9,1,1,1900
3,1,0,1500
4,0,1,1900
16,11,0,1300
11,1,0,970
6,12,0,1600
4,1,2,818
3,1,0,1500
5,1,1,2400
17,1,0,1400
15,0,1,2000
3,8,1,627
7,1,0,854
10,1,0,1800
13,1,4,1800
3,1,0,2600
2,1,1,1900
6,0,10,1200
2,1,2,1300
3,1,1,10200
8,1,0,1500
10,1,0,2900
3,9,0,642
15,1,0,977
15,1,0,1100
4,1,0,6800
8,21,0,902
7,10,0,1400
2,0,1,922
39,35,0,2800
4,1,0,2700
1,0,1,42200
5,1,0,1100
9,1,0,2200
3,8,0,838
8,0,1,1300
107,0,0,26600
12,1,0,1200
11,0,1,803
2,1,0,1100
6,0,1,3000
3,1,0,880
20,1,0,1200
5,1,0,1400
5,1,0,1700
21,0,0,1300
5,0,0,1700
9,1,0,1400
8,0,0,1600
16,23,0,2200
13,1,0,1300
7,1,1,3700
4,0,1,2200
3,14,0,3200
2,1,0,1500
4,0,0,5300
8,1,0,5000
16,0,11,2900
4,1,0,965
2,1,0,1100
1,0,1,17000
9,0,0,2600
0,0,0,4500
4,0,14,61500
7,0,21,1400
3,1,0,1300
2,15,1,1700
3,1,0,1900
4,11,1,18400
4,0,1,1100
7,14,0,3900
6,1,0,1700
8,1,0,877
10,0,2,936
12,1,0,3500
4,1,0,752
8,1,0,3500
3,0,0,3400
4,0,1,1200
16,0,2,1100
6,1,1,1200
5,1,0,3900
7,1,0,1100
4,1,0,5200
2,0,0,1900
15,8,0,1600
9,1,0,962
2,1,1,6100
5,1,9,1300
4,1,0,984
19,1,0,1900
1,1,1,754
11,1,1,616
29,10,20,2200
11,0,0,1600
6,1,10,1500
11,0,1,8500
3,1,0,1900
11,10,1,1500
2,1,0,914
3,0,0,3200
4,0,21,1100
15,1,0,2500
9,1,0,1000
13,10,1,651
7,1,1,1200
3,1,0,1500
7,1,0,593
12,1,0,917
19,1,0,2200
12,1,0,922
4,1,0,2100
9,1,0,5300
7,0,0,686
4,1,0,832
6,0,1,612
3,1,0,3900
12,1,0,2800
3,0,0,9100
3,1,0,11900
8,1,0,1700
13,1,0,1400
5,1,0,794
0,20,1,6800
4,1,0,6300
16,1,1,2000
15,1,0,1400
14,10,0,4200
1,1,0,3500
19,13,0,9000
14,1,0,2200
0,0,0,887
7,1,0,924
29,21,0,2700
6,1,0,827
5,0,3,1500
3,0,1,3200
18,10,0,1300
5,1,0,1000
19,17,0,1800
4,0,0,2100
9,0,1,2600
3,1,0,1100
6,0,2,2000
5,1,8,15400
7,1,0,2500
16,1,1,1800
6,1,0,1800
43,1,0,2200
10,1,0,1200
12,1,1,592
5,0,1,5500
5,26,0,3200
5,1,0,3300
38,1,0,1200
6,1,0,975
9,1,0,1200
18,0,11,6200
3,0,3,2400
8,1,0,1300
3,1,0,2700
18,0,11,6500
4,1,0,1300
6,1,0,1300
2,0,1,7500
7,1,0,1100
11,9,0,1200
33,21,0,1700
2,1,0,678
14,8,1,1600
8,1,0,408
16,0,11,1400
12,1,0,1200
3,1,0,2300
7,1,0,3000
0,0,2,1300
38,11,0,2100
3,13,1,1400
2,1,0,4400
3,0,0,458
3,1,0,918
13,0,0,694
5,0,11,823
7,1,0,937
6,0,1,712
7,1,0,751
1,0,2,3200
29,11,0,1500
8,1,0,1400
5,0,0,1100
7,1,0,2100
30,1,0,2100
13,1,1,570
13,1,0,522
10,0,1,640
4,28,0,1400
4,1,0,416
9,1,0,959
6,1,0,4300
72,26,0,1200
67,32,0,774
30,1,0,2300
19,15,1,856
10,1,0,1700
4,99,0,924
9,1,1,13500
13,10,11,584
2,0,1,1900
9,1,0,2100
4,0,26,661
23,16,0,707
6,0,0,819
9,7,0,1500
3,0,1,1400
3,0,0,5000
21,1,0,1500
7,16,0,1400
5,0,1,36800
6,0,0,1200
4,0,1,8400
6,1,0,3500
10,1,0,2000
5,0,2,1200
13,10,0,878
6,1,2,2100
6,0,0,11400
0,0,0,650
11,0,0,1200
3,1,0,9100
20,0,0,2800
8,1,0,1300
27,11,0,951
13,1,1,823
15,1,0,2800
6,0,3,1500
6,0,1,986
8,0,1,11000
6,6,0,1100
4,0,1,20700
8,1,0,3700
3,0,1,27000
6,15,0,1300
9,1,0,1900
35,30,0,9800
7,0,1,6800
20,1,0,3000
8,0,0,822
14,1,0,3000
23,11,0,1200
5,1,0,3500
4,0,0,868
3,1,10,964
4,0,1,771
1,1,0,1400
2,0,1,1900
3,0,0,2100
7,1,0,7600
37,12,0,3300
8,0,0,868
9,1,0,1100
25,9,0,952
3,1,0,1400
3,1,0,927
7,1,1,5400
4,0,1,10300
11,1,0,614
1,1,1,542
7,1,0,731
8,1,10,3700
2,1,0,3700
6,1,0,446
15,0,0,3900
11,1,0,3400
29,12,2,1500
8,0,1,2300
31,21,5,1100
5,0,2,3500
10,1,0,549
10,1,0,2100
15,16,6,478
7,1,0,6700
13,1,0,1100
4,13,1,2800
2,1,0,3800
3,0,0,447
22,0,0,972
17,1,0,910
2,1,0,2900
4,0,0,501
10,1,0,1800
7,1,0,1400
3,0,1,774
5,1,0,7000
11,1,0,679
5,0,0,647
6,1,0,1300
6,1,0,1700
5,1,0,2800
5,6,0,861
9,1,0,920
16,0,10,1000
5,1,0,1900
2,0,2,3600
3,0,1,1200
4,12,0,2600
7,1,0,2600
6,1,0,1500
6,0,0,1100
10,0,2,1800
4,1,0,4300
42,0,0,12500
12,1,4,796
18,1,0,536
4,0,0,3300
9,0,1,599
5,0,1,2100
1,1,12,552
16,23,3,2300
5,1,0,899
7,1,0,435
14,1,1,675
8,1,1,1000
6,1,0,667
1,1,0,4800
16,0,0,1600
20,16,0,5900
5,1,0,686
4,0,0,1500
8,11,3,668
3,0,1,874
34,20,1,395
7,1,0,606
5,1,0,728
9,0,0,812
33,1,0,934
10,1,0,729
18,1,0,861
13,9,0,1100
6,1,0,981
11,1,0,1400
4,0,0,2000
12,8,0,1000
4,0,0,750
5,1,0,691
7,1,0,1600
8,1,0,1800
11,12,0,1400
33,12,0,810
19,1,1,1200
6,0,1,1100
0,0,0,3900
9,1,0,896
12,1,0,660
2,1,0,735
51,16,0,5900
5,6,0,531
11,0,0,1400
6,1,0,598
2,1,0,566
7,1,0,1700
8,1,0,732
3,0,1,1100
14,1,1,979
9,1,0,891
2,1,6,889
3,23,0,1000
4,1,1,530
0,0,2,1400
14,7,0,4900
4,1,0,971
8,0,0,5300
3,0,1,1000
31,11,0,1300
10,1,1,842
4,1,0,507
2,1,0,10900
4,0,1,3500
2,1,0,891
4,1,0,664
5,0,0,3300
29,1,1,3800
2,1,0,4600
4,0,0,697
8,1,0,1300
4,8,0,644
26,1,0,1100
0,0,0,7800
4,1,0,725
4,1,0,681
7,1,0,714
20,1,0,976
5,0,1,3400
9,1,0,531
6,1,0,503
4,0,0,2400
3,1,0,879
1,0,1,730
14,11,11,3000
1,1,0,1200
10,1,0,1600
4,0,1,25100
5,1,1,645
2,0,1,6500
3,1,0,726
2,1,0,702
1,1,0,477
3,1,0,1800
17,14,2,3700
9,14,0,3300
15,1,1,2700
1,1,0,679
3,0,1,2200
6,0,0,484
1,1,0,6600
2,1,0,519
11,12,1,1200
3,1,0,818
1,0,3,4000
6,1,0,1900
1,0,1,3000
8,15,0,785
3,6,0,1900
4,26,0,648
21,0,0,652
1,1,0,541
9,1,0,1100
14,1,0,584
1,1,0,369
3,1,0,684
14,11,2,5200
3,1,0,1200
9,1,0,727
5,1,0,15800
2,1,0,574
1,1,1,4700
9,1,0,1500
22,1,0,834
9,1,0,528
4,11,1,1800
4,1,0,677
1,1,0,475
4,1,0,496
2,14,0,712
16,1,0,498
11,0,11,918
4,0,1,2100
3,1,0,845
4,0,1,834
22,1,1,11100
1,0,0,686
12,1,6,1400
2,0,1,1000
5,1,0,1900
8,1,1,883
4,1,0,546
24,1,1,1800
6,1,0,1200
4,0,1,1000
6,9,0,811
11,9,0,1600
4,1,0,1000
3,1,0,8000
11,1,0,900
102,1,1,45400
12,1,0,563
5,0,1,528
17,22,0,4200
11,8,0,1200
6,1,0,1300
5,1,0,1100
2,1,0,2800
3,0,2,3000
1,1,0,1900
3,0,1,2800
4,0,0,571
6,1,0,4300
14,1,0,1500
7,13,1,579
3,0,1,1100
3,1,1,2300
7,1,0,745
6,0,1,870
22,7,0,995
5,1,0,3200
6,1,0,4500
4,1,0,889
7,1,0,4700
3,0,0,1400
11,0,2,2300
2,0,2,1100
9,1,0,1800
3,1,0,667
6,0,0,1900
11,1,0,1200
10,1,0,2900
31,16,0,1300
8,0,1,1700
7,1,0,1500
23,1,1,2600
4,0,0,1000
13,1,0,1100
14,1,0,543
3,1,0,21700
9,1,0,921
4,0,0,742
3,0,0,844
2,1,1,2800
9,1,1,951
5,1,0,409
15,1,0,1200
0,0,0,495
14,1,0,7800
5,1,0,2300
4,1,0,1400
7,1,0,1700
4,1,0,1200
8,1,0,940
5,0,1,1800
4,1,1,767
9,1,0,2600
7,1,0,864
14,1,0,1400
6,11,0,1300
5,0,0,787
11,14,4,2200
9,14,0,1800
9,0,1,1100
3,1,0,892
12,8,0,1300
11,1,0,2100
7,0,0,1200
12,1,0,553
18,1,0,991
5,1,0,734
17,1,1,23700
8,1,0,6700
8,1,0,1800
34,1,11,9500
11,1,0,905
9,1,0,1400
17,8,0,5300
2,1,0,9100
14,0,1,973
10,0,0,1200
3,1,0,2900
5,0,1,760
2,0,1,14500
2,1,0,1700
5,1,0,693
15,1,0,1300
8,1,0,700
11,1,0,794
8,1,0,2200
2,1,0,1100
7,0,0,812
3,0,2,1700
40,10,0,1200
9,7,0,2700
17,1,0,1400
7,31,1,820
16,1,0,5900
12,1,0,1500
14,1,0,1800
4,1,0,1100
3,1,0,1100
3,0,0,1500
25,11,0,2900
10,92,1,2800
3,1,0,1200
17,1,0,3200
5,0,0,505
8,1,5,1500
5,0,1,4300
3,0,0,8300
16,11,0,3000
27,9,0,932
3,0,11,1900
2,0,3,1100
24,1,0,7600
6,0,0,732
51,0,0,27000
17,16,0,2000
34,30,0,867
22,0,0,2000
8,6,0,2800
12,0,0,2500
5,0,8,24000
12,1,0,4800
0,0,0,1700
12,0,1,2600
3,0,1,1400
32,0,0,3900
9,6,1,702
3,0,0,2400
11,1,0,1800
11,1,0,2400
5,0,0,1800
3,0,2,1500
11,1,0,1300
5,0,0,626
29,1,1,1600
7,0,0,1900
12,1,0,5100
6,1,0,2100
31,1,0,2200
13,1,8,7900
6,0,1,832
5,1,0,2700
4,0,1,7400
32,26,0,5200
9,1,0,826
11,1,0,1100
5,1,0,782
7,1,0,752
2,1,0,669
4,1,0,4200
2,1,0,675
13,1,1,894
6,1,0,6400
22,16,0,1600
8,1,0,732
11,1,1,1900
11,1,0,2100
10,1,0,698
21,0,0,646
31,1,0,7400
5,0,2,4300
16,1,0,625
1,1,0,776
13,1,0,3700
3,0,1,993
15,1,0,975
3,1,0,1800
3,1,0,2000
9,1,0,1800
27,1,0,5200
2,1,0,612
10,1,0,656
3,1,0,1100
6,0,1,1700
5,1,0,1000
3,1,1,7000
8,1,1,998
5,1,0,1400
4,1,0,2300
14,1,0,11700
1,1,0,4100
11,1,0,1400
9,1,0,371
9,0,4,2700
16,1,0,2100
8,1,2,538
5,1,0,1600
7,0,21,813
4,0,0,771
7,1,0,648
8,11,0,506
7,0,0,1500
11,1,0,2000
4,1,0,683
6,1,0,4600
1,1,0,716
11,1,0,683
0,0,0,923
6,1,0,9500
16,1,0,1000
4,1,0,1700
6,1,1,976
6,1,1,895
11,1,0,410
13,1,0,2200
3,1,0,1900
6,0,2,1100
12,1,0,23900
7,1,0,4600
7,0,2,1600
4,1,10,999
5,1,0,4600
16,1,2,6500
4,1,0,775
6,1,0,4600
5,0,0,567
7,1,0,1500
4,1,0,1000
5,1,0,1100
6,0,12,1500
7,1,1,3000
2,1,0,1100
15,1,0,1700
29,16,0,2300
9,1,0,954
12,35,2,12000
3,1,1,939
2,1,1,744
13,1,0,2300
15,1,0,650
2,0,1,1700
6,1,0,1600
4,0,0,2200
5,1,0,751
10,1,1,1700
4,31,1,710
2,1,1,1000
3,0,0,1300
5,1,0,1200
4,0,0,436
5,0,0,41200
6,0,0,539
6,0,1,966
39,1,1,1300
15,1,0,639
5,1,0,1500
4,0,1,823
2,0,2,3200
4,0,0,6000
7,1,0,670
5,9,0,1400
5,1,0,575
22,1,11,12000
4,0,16,1200
3,1,0,2000
9,1,1,618
1,1,0,1100
4,16,0,2400
7,16,0,5000
5,1,0,2000
102,16,0,3000
6,16,0,3000
3,16,0,2400
5,1,0,405
6,0,1,97200
8,1,1,629
12,1,1,1500
4,1,1,605
3,1,0,887
4,0,1,692
4,1,0,1200
5,9,1,6200
4,1,0,929
7,1,1,449
5,1,1,453
11,1,0,2500
2,0,1,1000
28,10,0,16700
9,1,0,2000
19,10,0,7200
35,1,0,1200
12,1,0,757
0,0,0,800
4,21,1,873
5,1,0,623
3,0,2,3100
4,1,0,2600
9,1,1,762
5,0,0,879
1,1,0,757
2,0,0,1000
39,27,0,8000
5,1,1,586
7,1,1,391
4,1,0,738
6,1,0,8900
17,0,0,698
8,1,1,296
4,0,1,773
3,1,0,746
27,1,1,7100
7,0,1,9000
4,1,1,417
8,1,1,731
4,0,0,563
4,1,1,437
12,1,0,797
4,0,0,1100
16,1,0,3600
12,1,0,3100
2,0,1,21000
8,1,0,907
2,1,0,1600
4,1,0,1400
43,33,1,112
5,0,2,1500
5,1,1,398
6,1,0,561
3,1,0,3000
1,1,1,8000
3,1,1,2900
12,22,0,2000
8,1,0,3300
10,1,0,1200
4,0,1,467
10,1,1,3100
9,1,0,6800
16,0,0,2600
5,1,0,20200
18,14,1,5500
15,1,0,549
5,1,0,1700
9,15,0,6800
2,0,0,2900
9,35,1,448
7,16,1,2000
10,16,0,954
8,1,0,1000
8,1,0,701
3,11,0,3600
11,1,0,579
8,1,0,3600
2,0,1,1500
5,1,0,871
25,11,0,2200
13,1,0,1200
25,1,0,740
4,0,0,1900
4,1,0,5100
3,13,0,831
4,1,1,1500
5,0,10,23100
7,0,26,1300
6,0,11,783
12,1,0,4700
12,1,0,392
6,1,0,2400
19,1,0,2500
8,1,0,1700
10,11,0,4200
4,1,0,7500
7,1,0,3100
1,8,0,1000
5,8,0,800
5,9,0,708
2,1,0,3300
8,0,1,871
3,1,0,677
3,0,1,24400
6,26,0,15700
5,0,0,3500
5,1,0,871
18,1,0,1300
7,1,1,2600
5,0,2,2100
9,1,0,3800
3,1,0,4000
11,0,6,918
20,1,0,6200
2,1,1,742
3,1,0,2300
74,39,0,950
17,10,1,703
8,1,0,2200
0,0,1,1300
3,1,0,1000
7,0,17,12700
7,1,0,645
1,0,1,577
3,0,1,696
2,1,0,648
6,1,1,628
8,1,0,7300
7,0,1,801
51,25,0,834
8,1,0,881
6,0,0,953
12,15,0,1500
11,1,2,2600
6,35,1,16200
7,1,0,1100
9,0,1,599
4,1,0,1100
12,0,1,677
6,1,2,12500
10,0,0,1200
4,0,1,50200
7,12,0,1600
19,14,0,1600
5,1,0,963
9,1,0,1800
11,1,0,1100
11,1,0,2400
12,1,0,584
2,1,0,1300
21,1,0,6300
5,0,9,7600
14,10,0,1700
5,1,0,2100
4,0,0,681
5,1,0,4800
6,1,0,1200
16,1,0,913
8,1,0,1200
15,1,2,22100
2,1,0,3700
10,1,0,526
4,0,1,999
29,12,1,1900
7,0,0,740
11,1,0,1900
5,1,0,799
4,1,1,3500
12,1,0,1900
5,1,0,1800
13,8,0,860
2,1,1,2200
5,1,1,860
11,1,0,803
3,1,0,925
19,15,1,6100
2,1,1,8100
7,5,0,2700
18,0,11,2600
8,1,0,1200
16,1,0,713
7,1,0,754
9,1,0,620
5,1,0,628
37,27,1,7400
1,0,1,918
3,0,1,890
8,1,1,2600
5,0,26,778
5,0,0,4200
16,0,15,3200
29,11,0,1800
0,0,0,893
3,0,0,5800
18,1,0,10000
6,1,0,2400
6,0,1,3600
43,1,4,2100
15,0,2,4600
5,0,0,3100
12,11,0,6800
14,1,0,1200
4,0,1,3000
17,1,0,2400
12,1,0,1000
27,1,10,890
23,11,0,2100
7,1,0,18400
6,1,0,877
8,1,0,4200
6,1,0,1500
6,0,0,2700
10,7,0,1600
10,1,0,2300
7,1,1,2300
35,30,0,838
7,6,0,1100
3,1,1,1700
5,1,0,3000
13,1,0,2100
33,10,2,1600
3,14,0,2800
20,0,0,3200
22,1,10,1900
3,8,0,1000
32,1,0,5400
6,1,1,2000
3,5,0,6300
4,0,0,1900
22,1,1,5600
4,0,0,27700
9,0,0,1200
13,1,0,5000
5,0,0,733
6,15,1,1600
21,1,0,6900
4,60,1,2200
38,0,0,1500
23,11,0,901
6,0,0,3100
7,1,0,1100
20,1,0,3200
13,0,1,5200
6,0,0,1200
6,0,0,4200
4,0,1,3200
16,1,0,2100
7,1,0,1400
9,1,0,1900
7,1,0,1700
21,11,0,814
3,0,0,810
6,1,0,2500
6,0,12,1100
46,1,0,61600
5,0,20,656
24,1,0,2800
18,24,0,3600
11,1,0,3200
16,0,11,1300
13,1,0,572
2,1,1,1100
2,1,0,934
3,1,0,3800
4,1,0,2000
15,1,0,2100
2,1,0,637
48,26,0,13900
5,0,17,7200
3,0,17,700
9,10,14,8200
5,0,0,895
2,0,1,5800
4,1,0,808
9,1,0,729
2,1,0,565
8,1,0,1200
3,1,0,3000
2,1,0,2500
4,1,0,3100
48,1,0,4500
12,1,0,4600
8,1,0,1000
6,34,1,2100
7,1,0,1400
9,1,0,1100
3,0,1,743
6,1,0,845
4,0,0,978
4,1,1,726
7,0,2,6100
3,10,11,659
22,1,0,1600
6,0,21,4300
3,0,0,2800
5,0,0,684
12,1,0,1200
4,1,0,1400
8,1,0,608
2,1,0,907
9,1,0,3900
7,1,0,757
5,0,1,4800
4,1,0,1100
7,0,0,612
4,1,0,4000
7,1,0,682
4,0,1,3400
6,0,1,2800
50,20,0,21500
8,1,0,764
10,1,0,790
35,21,0,862
2,1,0,1000
8,1,0,2300
4,0,1,798
5,0,2,2400
36,11,0,11100
3,25,0,1200
12,1,0,10900
5,1,0,794
25,1,1,2200
10,1,0,880
7,1,0,789
6,0,0,751
6,1,0,745
15,11,0,1400
22,1,0,804
8,1,0,838
3,0,0,1200
6,0,0,2400
9,1,0,2700
5,1,2,2000
5,0,2,3100
4,1,0,11700
3,1,0,2100
9,1,3,1600
2,1,0,547
4,1,0,1400
5,10,1,4300
3,1,0,917
2,0,1,1600
3,0,0,548
13,10,0,2700
5,0,0,3600
17,0,0,529
5,0,1,1300
6,1,1,1100
21,1,0,1000
13,0,0,1700
3,0,1,639
4,1,0,770
4,1,0,631
4,1,0,962
4,1,0,810
5,1,0,1000
13,1,0,769
7,35,0,662
3,1,0,599
7,1,0,3900
6,1,1,950
4,0,1,2600
12,1,0,2900
8,1,0,682
5,1,0,789
33,1,0,1000
5,1,1,3500
7,1,0,5700
5,0,0,990
4,1,0,1800
7,8,0,1300
0,0,0,516
46,1,0,73100
2,0,1,2000
3,1,1,657
6,1,0,739
7,0,2,1000
3,22,0,613
5,0,0,2300
5,1,0,1200
30,1,0,2400
5,1,0,1300
6,0,0,817
4,16,0,840
16,1,1,1100
5,0,1,662
5,1,0,831
4,1,0,2100
4,0,0,4600
13,1,0,996
13,1,0,1200
3,0,0,15300
3,1,0,5100
11,1,0,821
2,1,0,463
1,0,1,4000
8,6,0,733
4,1,0,1800
3,0,1,4800
4,0,2,2600
